id,topics
34992623,"[(2, 0.6856819), (3, 0.2590021), (4, 0.047188945)]"
34992740,"[(1, 0.9837913)]"
35046414,"[(1, 0.98348564)]"
35046508,"[(1, 0.98348564)]"
35109091,"[(6, 0.9886318)]"
35109521,"[(1, 0.90112525), (4, 0.07204992)]"
35110526,"[(1, 0.9837897)]"
35110744,"[(1, 0.98378974)]"
35111036,"[(1, 0.9837898)]"
35111043,"[(3, 0.7851318), (4, 0.15708856)]"
34992922,"[(2, 0.92755467), (4, 0.06282193)]"
35111752,"[(1, 0.97568625)]"
35113171,"[(1, 0.98283845)]"
35128312,"[(0, 0.45187342), (3, 0.1286624), (4, 0.33377045), (5, 0.07623825)]"
35133868,"[(0, 0.7266703), (7, 0.24328914)]"
35134764,"[(0, 0.20586725), (3, 0.08538155), (4, 0.13617781), (5, 0.27064797), (6, 0.035752673), (7, 0.26326174)]"
34993336,"[(2, 0.8633692), (4, 0.1278981)]"
35013083,"[(2, 0.3861565), (3, 0.16969956), (4, 0.16452293), (5, 0.212236), (6, 0.06263005)]"
35013661,"[(1, 0.98463184)]"
35143112,"[(1, 0.98176557)]"
35143385,"[(1, 0.9817655)]"
35143975,"[(6, 0.98784214)]"
35020272,"[(6, 0.9886318)]"
35024068,"[(1, 0.9837898)]"
35024565,"[(1, 0.9756859)]"
35145264,"[(1, 0.9687207)]"
35145564,"[(1, 0.9687205)]"
35146024,"[(1, 0.77350914), (5, 0.109774366), (6, 0.100253895)]"
35166540,"[(1, 0.14071618), (2, 0.4265011), (3, 0.2580052), (7, 0.16751598)]"
35166547,"[(2, 0.41331473), (7, 0.5735059)]"
35168058,"[(3, 0.2769508), (7, 0.71514523)]"
35171284,"[(0, 0.031260803), (1, 0.031262286), (2, 0.03126208), (3, 0.031301323), (4, 0.5376569), (5, 0.03127542), (6, 0.27472022), (7, 0.03126097)]"
35175744,"[(0, 0.44015384), (1, 0.036594927), (4, 0.3905424), (5, 0.12269108)]"
35178316,"[(0, 0.14509974), (1, 0.83405054)]"
35179973,"[(1, 0.98249555)]"
35180310,"[(6, 0.9886318)]"
35026188,"[(6, 0.9886319)]"
35026505,"[(1, 0.537485), (2, 0.27731565), (7, 0.17064232)]"
35026649,"[(1, 0.9805465)]"
35402974,"[(1, 0.9831672)]"
35181958,"[(1, 0.98283875)]"
35188496,"[(0, 0.041719817), (1, 0.041690547), (2, 0.041679624), (3, 0.041699965), (4, 0.041699115), (5, 0.0416668), (6, 0.7081498), (7, 0.041694317)]"
35205023,"[(0, 0.78632176), (3, 0.18221855), (7, 0.0229958)]"
35209719,"[(1, 0.11574769), (2, 0.34295785), (3, 0.2370933), (4, 0.1255821), (5, 0.17347226)]"
35403093,"[(6, 0.9886318)]"
35403357,"[(1, 0.9837898)]"
35403868,"[(1, 0.9831661)]"
35404480,"[(1, 0.98283875)]"
35405215,"[(1, 0.98283875)]"
35406068,"[(1, 0.98054314)]"
35406533,"[(1, 0.980543)]"
35407058,"[(1, 0.98054314)]"
35213826,"[(1, 0.9854097)]"
35214832,"[(1, 0.982837)]"
35215023,"[(1, 0.98283684)]"
35215567,"[(1, 0.98283845)]"
35217160,"[(1, 0.98283845)]"
35217762,"[(1, 0.9828387)]"
35217971,"[(1, 0.98283875)]"
35241305,"[(0, 0.07568957), (2, 0.2464621), (4, 0.54726726), (5, 0.056878164), (6, 0.06744216)]"
35241747,"[(1, 0.9805464)]"
35247243,"[(1, 0.9756859)]"
35247458,"[(1, 0.98283875)]"
35248307,"[(6, 0.9886318)]"
35248477,"[(1, 0.7908471), (2, 0.07571486), (5, 0.12205494)]"
35248495,"[(1, 0.96631604)]"
35248929,"[(6, 0.9886318)]"
35414222,"[(0, 0.4664503), (1, 0.04757823), (4, 0.23874223), (5, 0.24088943)]"
35426983,"[(1, 0.9538872)]"
35431470,"[(1, 0.97499007)]"
35432417,"[(1, 0.8749152), (5, 0.11064363)]"
35249356,"[(6, 0.9886319)]"
35250040,"[(0, 0.24164785), (1, 0.42441306), (3, 0.31076214)]"
35250847,"[(0, 0.24161424), (1, 0.42437762), (3, 0.3108312)]"
35266458,"[(0, 0.34533647), (1, 0.09294873), (4, 0.15073584), (7, 0.40032366)]"
35275292,"[(1, 0.9837898)]"
35275405,"[(1, 0.98378974)]"
35275556,"[(1, 0.98378956)]"
35276113,"[(1, 0.863884), (7, 0.1118893)]"
35291265,"[(0, 0.16569208), (2, 0.039624095), (3, 0.78077525)]"
35432532,"[(0, 0.16293745), (3, 0.6584119), (7, 0.15908049)]"
35432644,"[(1, 0.9805465)]"
35294323,"[(0, 0.50165284), (3, 0.3069877), (5, 0.070620656), (6, 0.11440232)]"
35438022,"[(0, 0.70696396), (1, 0.044979434), (4, 0.23911324)]"
35442061,"[(0, 0.4664574), (1, 0.04757248), (4, 0.23872463), (5, 0.24090569)]"
35298229,"[(0, 0.015630001), (1, 0.015631361), (2, 0.015635116), (3, 0.015654381), (4, 0.015665812), (5, 0.6008718), (6, 0.30528215), (7, 0.01562939)]"
35303371,"[(0, 0.04171935), (1, 0.04169054), (2, 0.04167962), (3, 0.041699935), (4, 0.04169907), (5, 0.041666795), (6, 0.7081503), (7, 0.041694302)]"
35445773,"[(1, 0.06422588), (5, 0.087243825), (6, 0.742343), (7, 0.09823512)]"
35446461,"[(1, 0.9828386)]"
35447300,"[(1, 0.98283875)]"
35447817,"[(1, 0.98283875)]"
35448212,"[(1, 0.98283875)]"
35448566,"[(1, 0.98283875)]"
35453871,"[(5, 0.88281435), (7, 0.10742813)]"
35500447,"[(1, 0.98564786)]"
35320019,"[(1, 0.98316866)]"
35320246,"[(1, 0.901104), (4, 0.07207127)]"
35320356,"[(6, 0.9886318)]"
35322959,"[(1, 0.9828386)]"
35323223,"[(1, 0.98316854)]"
35332164,"[(2, 0.93221164), (4, 0.058634005)]"
35333680,"[(1, 0.94076943), (5, 0.045066696)]"
35334265,"[(1, 0.9187655), (5, 0.06651576)]"
35334701,"[(1, 0.9813722)]"
35335181,"[(1, 0.94074506), (5, 0.045091063)]"
35356836,"[(1, 0.96631604)]"
35356993,"[(1, 0.9698187)]"
35357067,"[(1, 0.9663159)]"
35358609,"[(1, 0.98283863)]"
35358760,"[(6, 0.9886318)]"
35507075,"[(1, 0.04436733), (2, 0.27099863), (3, 0.0980918), (5, 0.1352247), (6, 0.10773855), (7, 0.33775032)]"
35511512,"[(1, 0.98054224)]"
35525526,"[(0, 0.041719414), (1, 0.041690543), (2, 0.041679624), (3, 0.04169994), (4, 0.041699074), (5, 0.0416668), (6, 0.7081503), (7, 0.041694306)]"
35361148,"[(2, 0.9886228)]"
35365886,"[(0, 0.36338663), (2, 0.122332275), (3, 0.4711007), (6, 0.035478964)]"
35530420,"[(1, 0.32631546), (6, 0.15346843), (7, 0.5000312)]"
35540244,"[(0, 0.7082731), (1, 0.041672707), (2, 0.041677166), (3, 0.041688904), (4, 0.04166748), (5, 0.041685488), (6, 0.04166748), (7, 0.04166762)]"
35366128,"[(1, 0.9805469)]"
35366366,"[(1, 0.9809692)]"
35366666,"[(1, 0.9800982)]"
35367339,"[(1, 0.97499007)]"
35367638,"[(1, 0.9801037)]"
35367934,"[(1, 0.97499007)]"
35368419,"[(1, 0.97499007)]"
35368553,"[(0, 0.013926395), (1, 0.013921105), (2, 0.013893096), (3, 0.013903728), (4, 0.013905357), (5, 0.013903285), (6, 0.15524207), (7, 0.761305)]"
35549234,"[(0, 0.3588157), (3, 0.28929874), (5, 0.3127799)]"
35551128,"[(1, 0.9837898)]"
35551428,"[(1, 0.98378974)]"
35552914,"[(1, 0.9837898)]"
35553421,"[(1, 0.9837898)]"
35369439,"[(1, 0.9828386)]"
35370072,"[(0, 0.63268435), (4, 0.15193552), (5, 0.20735517)]"
35553965,"[(2, 0.9889113)]"
35559906,"[(2, 0.9891885)]"
35560418,"[(1, 0.9698187)]"
35560686,"[(1, 0.9840819)]"
35374590,"[(0, 0.015656631), (1, 0.015629148), (2, 0.015640747), (3, 0.5444171), (4, 0.015658865), (5, 0.3617366), (6, 0.015626494), (7, 0.015634475)]"
35388208,"[(6, 0.9886318)]"
35561051,"[(6, 0.9886318)]"
35389798,"[(1, 0.9831672)]"
35391005,"[(1, 0.9837898)]"
35400175,"[(0, 0.2822134), (3, 0.70546526)]"
35562213,"[(0, 0.11878927), (3, 0.3853298), (5, 0.10001764), (7, 0.3886031)]"
35562721,"[(6, 0.9886317)]"
35563119,"[(1, 0.9763386)]"
35402756,"[(1, 0.98249584)]"
35676397,"[(1, 0.32630515), (6, 0.153472), (7, 0.50003797)]"
35677338,"[(1, 0.20846339), (6, 0.20955983), (7, 0.5535467)]"
35677955,"[(1, 0.20845936), (6, 0.2095594), (7, 0.5535512)]"
35695572,"[(0, 0.7840787), (7, 0.20577326)]"
35563227,"[(6, 0.9886319)]"
35563348,"[(1, 0.9763385)]"
35563487,"[(1, 0.98249584)]"
35563979,"[(1, 0.98249584)]"
35572357,"[(1, 0.19568616), (6, 0.198814), (7, 0.5783014)]"
35574019,"[(1, 0.26371133), (6, 0.16812935), (7, 0.5397215)]"
35584727,"[(1, 0.98283833)]"
35584818,"[(1, 0.9828386)]"
35584915,"[(1, 0.9828386)]"
35585058,"[(1, 0.98283845)]"
35585992,"[(0, 0.29431504), (3, 0.22201437), (5, 0.46279895)]"
35594120,"[(1, 0.97499007)]"
35696417,"[(0, 0.73828244), (1, 0.061175875), (3, 0.18974996)]"
35697852,"[(1, 0.20846339), (6, 0.20955983), (7, 0.5535468)]"
35697914,"[(6, 0.9886318)]"
35594181,"[(2, 0.9612811), (4, 0.027681345)]"
35698028,"[(1, 0.9011139), (4, 0.07206126)]"
35699402,"[(3, 0.7493496), (4, 0.1354633), (6, 0.10524768)]"
35594390,"[(1, 0.16009831), (6, 0.8277819)]"
35599662,"[(0, 0.041728135), (1, 0.041690577), (2, 0.04167964), (3, 0.04170003), (4, 0.041699156), (5, 0.041666795), (6, 0.70814127), (7, 0.041694354)]"
35608226,"[(1, 0.20847364), (6, 0.2095695), (7, 0.5535216)]"
35617477,"[(1, 0.98054314)]"
35617545,"[(1, 0.98054314)]"
35617649,"[(1, 0.98054314)]"
35617716,"[(6, 0.98862445)]"
35699884,"[(1, 0.20846902), (6, 0.20956045), (7, 0.5535405)]"
35700553,"[(6, 0.9886318)]"
35622884,"[(1, 0.98283875)]"
35623040,"[(1, 0.98283875)]"
35623168,"[(1, 0.98283875)]"
35623410,"[(1, 0.9828386)]"
35627950,"[(1, 0.96981865)]"
35700714,"[(6, 0.9886318)]"
35628213,"[(6, 0.9886318)]"
35628504,"[(1, 0.8638807), (7, 0.11189286)]"
35639377,"[(0, 0.34113693), (3, 0.3407773), (5, 0.30530754)]"
35644269,"[(1, 0.2084712), (6, 0.20956068), (7, 0.55353814)]"
35700817,"[(6, 0.9886319)]"
35700953,"[(6, 0.9886318)]"
35701094,"[(1, 0.26371205), (6, 0.16812932), (7, 0.53972065)]"
35701097,"[(6, 0.9886318)]"
35655646,"[(2, 0.07079003), (3, 0.9138737)]"
35705940,"[(0, 0.041680075), (1, 0.7080573), (2, 0.041710738), (3, 0.041744683), (4, 0.041748602), (5, 0.04172315), (6, 0.041667707), (7, 0.041667745)]"
35656792,"[(2, 0.39700544), (4, 0.41986707), (5, 0.16471715)]"
35657079,"[(2, 0.3994244), (4, 0.37824076), (5, 0.20277809)]"
35657239,"[(2, 0.36908197), (4, 0.44549745), (5, 0.16586311)]"
35662706,"[(1, 0.9756859)]"
35721120,"[(1, 0.9840815)]"
35721265,"[(6, 0.9886318)]"
35663065,"[(6, 0.9886318)]"
35665354,"[(0, 0.010426116), (1, 0.010419065), (2, 0.010421886), (3, 0.7603748), (4, 0.01042477), (5, 0.010423619), (6, 0.17708716), (7, 0.010422626)]"
35666220,"[(1, 0.98652786)]"
35666394,"[(1, 0.98652786)]"
35666557,"[(6, 0.9886318)]"
35666733,"[(1, 0.98316866)]"
35666750,"[(1, 0.98490626)]"
35666890,"[(1, 0.8039598), (3, 0.17934814)]"
35667101,"[(1, 0.98652786)]"
35721374,"[(6, 0.9886318)]"
35667253,"[(6, 0.9886318)]"
35721498,"[(1, 0.9837898)]"
35722860,"[(6, 0.9886318)]"
35667951,"[(6, 0.9886318)]"
35723928,"[(1, 0.9821383)]"
35724028,"[(6, 0.9883286)]"
35668759,"[(1, 0.105911024), (2, 0.08282969), (4, 0.03630152), (6, 0.76713353)]"
35668780,"[(0, 0.010426117), (1, 0.010419065), (2, 0.010421886), (3, 0.7603748), (4, 0.01042477), (5, 0.010423619), (6, 0.17708716), (7, 0.010422626)]"
35724171,"[(1, 0.9602021)]"
35724243,"[(1, 0.16090958), (6, 0.82677394)]"
35669164,"[(6, 0.9886319)]"
35669688,"[(1, 0.85528463), (2, 0.123260714)]"
35673796,"[(0, 0.041720036), (1, 0.041690547), (2, 0.041679624), (3, 0.041700013), (4, 0.041699175), (5, 0.0416668), (6, 0.70814943), (7, 0.04169432)]"
35731372,"[(0, 0.2684405), (2, 0.07716926), (4, 0.25795737), (7, 0.39304826)]"
35733148,"[(6, 0.9886318)]"
35748007,"[(0, 0.41373447), (1, 0.028472038), (3, 0.27018702), (4, 0.06647863), (5, 0.21404177)]"
36002641,"[(3, 0.4999762), (5, 0.47220516)]"
36009519,"[(1, 0.9583157)]"
36017712,"[(1, 0.37259352), (2, 0.15319423), (3, 0.28570366), (5, 0.16847827)]"
36017865,"[(0, 0.025018523), (1, 0.82480025), (2, 0.02504277), (3, 0.025017025), (4, 0.025081476), (5, 0.025028897), (6, 0.025009587), (7, 0.025001425)]"
36018324,"[(0, 0.025018536), (1, 0.82478833), (2, 0.0250428), (3, 0.025017036), (4, 0.025093297), (5, 0.025028918), (6, 0.025009591), (7, 0.025001429)]"
35754300,"[(0, 0.2664076), (2, 0.35885698), (3, 0.36710232)]"
36018596,"[(6, 0.9886318)]"
36018758,"[(6, 0.9886318)]"
35758213,"[(6, 0.9886318)]"
36019339,"[(6, 0.9886317)]"
36048026,"[(1, 0.19567837), (6, 0.1988135), (7, 0.5783098)]"
36054332,"[(0, 0.7082736), (1, 0.04167271), (2, 0.041677162), (3, 0.041688576), (4, 0.041667484), (5, 0.041685395), (6, 0.041667484), (7, 0.041667625)]"
36056984,"[(0, 0.7082731), (1, 0.04167271), (2, 0.041677166), (3, 0.041688904), (4, 0.041667484), (5, 0.04168557), (6, 0.041667484), (7, 0.041667625)]"
35763197,"[(0, 0.011368642), (1, 0.011365867), (2, 0.011374056), (3, 0.92036736), (4, 0.011399238), (5, 0.011380765), (6, 0.011369513), (7, 0.011374516)]"
36065939,"[(0, 0.31972605), (2, 0.20838763), (3, 0.40729067), (6, 0.05722739)]"
36070339,"[(2, 0.9634869)]"
36075722,"[(6, 0.9886318)]"
35784281,"[(6, 0.9886318)]"
36085814,"[(0, 0.720044), (2, 0.25571465)]"
36088922,"[(0, 0.72000086), (2, 0.2557578)]"
36095662,"[(0, 0.18031378), (5, 0.78966874)]"
35784541,"[(6, 0.9886318)]"
36096153,"[(0, 0.7082351), (1, 0.04167868), (2, 0.041674282), (3, 0.041673847), (4, 0.041698), (5, 0.041677915), (6, 0.04166741), (7, 0.041694794)]"
36129850,"[(0, 0.18206392), (3, 0.4832409), (5, 0.3138374)]"
35785637,"[(6, 0.9886318)]"
36130173,"[(1, 0.5204509), (5, 0.033439443), (6, 0.43838215)]"
36147354,"[(1, 0.19883952), (3, 0.42991364), (5, 0.26561597), (6, 0.07928242)]"
35785918,"[(6, 0.9886318)]"
35786089,"[(6, 0.9886318)]"
35789039,"[(1, 0.97568643)]"
35789191,"[(6, 0.9886318)]"
36149272,"[(0, 0.09645903), (2, 0.40246686), (3, 0.14642741), (5, 0.3474891)]"
36166073,"[(0, 0.70133334), (2, 0.2569284)]"
36166094,"[(1, 0.2170233), (3, 0.16543329), (5, 0.4730911), (6, 0.12518556)]"
36166358,"[(0, 0.70142287), (2, 0.2568389)]"
36168127,"[(0, 0.7013438), (2, 0.25691804)]"
36169011,"[(0, 0.3705656), (1, 0.31708646), (3, 0.10786467), (5, 0.19584678)]"
36189905,"[(0, 0.66389996), (2, 0.30721667)]"
35789385,"[(6, 0.9886318)]"
35789553,"[(6, 0.9886319)]"
35789667,"[(1, 0.98283845)]"
35790681,"[(0, 0.041720655), (1, 0.04169055), (2, 0.04167963), (3, 0.041699953), (4, 0.04169909), (5, 0.041666802), (6, 0.708149), (7, 0.04169432)]"
36202893,"[(0, 0.30441564), (2, 0.24460389), (3, 0.4422631)]"
36215524,"[(0, 0.041719873), (1, 0.041690547), (2, 0.041679624), (3, 0.041699946), (4, 0.04169908), (5, 0.0416668), (6, 0.70814985), (7, 0.041694313)]"
35817469,"[(3, 0.86951923), (7, 0.10544692)]"
36249797,"[(0, 0.31261328), (2, 0.17253207), (5, 0.3977135), (7, 0.10601249)]"
35822189,"[(1, 0.9662928)]"
35822475,"[(6, 0.9886318)]"
36250144,"[(0, 0.1222449), (1, 0.12927125), (3, 0.19523357), (4, 0.14139274), (5, 0.320185), (7, 0.08824125)]"
35822730,"[(1, 0.9662885)]"
35824536,"[(6, 0.9886319)]"
36256230,"[(0, 0.8905641), (1, 0.015626749), (2, 0.015632378), (3, 0.01563244), (4, 0.015626227), (5, 0.01563922), (6, 0.01563282), (7, 0.015646072)]"
35831647,"[(2, 0.421424), (3, 0.16410086), (7, 0.40420142)]"
36266810,"[(0, 0.041725382), (1, 0.04169057), (2, 0.041679632), (3, 0.041700017), (4, 0.041699126), (5, 0.041666795), (6, 0.7081441), (7, 0.041694343)]"
36296071,"[(2, 0.9340333), (4, 0.051529128)]"
35861978,"[(0, 0.26805186), (2, 0.1857919), (3, 0.40202397), (5, 0.13687164)]"
36299140,"[(0, 0.100423396), (2, 0.8898216)]"
36300977,"[(1, 0.91370165), (6, 0.07265387)]"
36301557,"[(1, 0.8255817), (6, 0.08081279), (7, 0.062341627)]"
36328611,"[(0, 0.04172682), (1, 0.04169058), (2, 0.041679643), (3, 0.04169999), (4, 0.041699126), (5, 0.041666802), (6, 0.7081427), (7, 0.04169435)]"
35863536,"[(0, 0.125), (1, 0.125), (2, 0.125), (3, 0.125), (4, 0.125), (5, 0.125), (6, 0.125), (7, 0.125)]"
36331529,"[(0, 0.5188015), (2, 0.4686666)]"
36338266,"[(0, 0.013899934), (1, 0.01388947), (2, 0.013899961), (3, 0.9026905), (4, 0.013921601), (5, 0.013896765), (6, 0.013897773), (7, 0.01390398)]"
35881995,"[(6, 0.9886318)]"
35882074,"[(1, 0.98378974)]"
35882144,"[(6, 0.9886318)]"
36341803,"[(0, 0.4664489), (1, 0.047576237), (4, 0.23873663), (5, 0.24089839)]"
35882192,"[(6, 0.9886318)]"
36353954,"[(0, 0.041721825), (1, 0.04169056), (2, 0.04167963), (3, 0.04170002), (4, 0.041699126), (5, 0.0416668), (6, 0.7081477), (7, 0.041694332)]"
36359828,"[(0, 0.46549997), (1, 0.5229437)]"
36365941,"[(0, 0.9539075)]"
35890012,"[(0, 0.7840819), (7, 0.20577002)]"
35890195,"[(0, 0.784075), (7, 0.20577697)]"
35890693,"[(0, 0.7840822), (7, 0.20576976)]"
36396333,"[(0, 0.92027164), (6, 0.07034396)]"
36402054,"[(3, 0.8267842), (4, 0.12928617), (6, 0.032749634)]"
36419732,"[(0, 0.5069592), (3, 0.48130286)]"
35891037,"[(0, 0.78408754), (7, 0.20576443)]"
36443224,"[(0, 0.074022084), (1, 0.04944171), (2, 0.29597893), (3, 0.16918714), (7, 0.4060799)]"
36444164,"[(0, 0.120108604), (1, 0.042209238), (2, 0.17494549), (3, 0.16052891), (4, 0.04625791), (7, 0.45247313)]"
36463269,"[(2, 0.17657886), (3, 0.07822202), (4, 0.1256151), (7, 0.6162865)]"
36502916,"[(2, 0.9348282), (4, 0.054745886)]"
35891229,"[(0, 0.7840575), (7, 0.20579453)]"
36505402,"[(0, 0.042200994), (1, 0.9446332)]"
36507803,"[(0, 0.72046906), (3, 0.13764167), (4, 0.115440615), (6, 0.019295776)]"
36511323,"[(0, 0.7605045), (3, 0.10955845), (4, 0.07809265), (6, 0.042571276)]"
36534013,"[(6, 0.9886318)]"
35891882,"[(0, 0.78408414), (7, 0.20576787)]"
36537947,"[(2, 0.98832446)]"
36569666,"[(7, 0.9963048)]"
36575207,"[(0, 0.013896731), (1, 0.013903825), (2, 0.0139211165), (3, 0.90261394), (4, 0.013933686), (5, 0.0139067555), (6, 0.013893959), (7, 0.0139299845)]"
35893826,"[(6, 0.9886319)]"
36578415,"[(1, 0.03872696), (7, 0.9563967)]"
36584982,"[(0, 0.015646908), (1, 0.01564179), (2, 0.015661068), (3, 0.35698336), (4, 0.54911244), (5, 0.015689781), (6, 0.015630635), (7, 0.01563402)]"
36628083,"[(0, 0.48920333), (1, 0.015634976), (2, 0.015633455), (3, 0.015644869), (4, 0.01564731), (5, 0.41695118), (6, 0.01564861), (7, 0.015636245)]"
36630869,"[(0, 0.45075607), (3, 0.3135592), (5, 0.114484034), (6, 0.09976133), (7, 0.016224308)]"
35893946,"[(6, 0.9886318)]"
36633822,"[(0, 0.017885188), (1, 0.017872589), (2, 0.017864449), (3, 0.87486094), (4, 0.017869959), (5, 0.017880306), (6, 0.017897135), (7, 0.017869389)]"
36644518,"[(2, 0.98671967)]"
35894067,"[(6, 0.9886319)]"
36644859,"[(2, 0.9867184)]"
35894174,"[(6, 0.9886318)]"
36650821,"[(2, 0.6682746), (3, 0.32256734)]"
35894262,"[(6, 0.9886318)]"
36658997,"[(6, 0.9886318)]"
36659563,"[(6, 0.9886318)]"
36659569,"[(6, 0.9886318)]"
35894485,"[(1, 0.05821618), (4, 0.02899156), (5, 0.07063412), (6, 0.8346791)]"
36661253,"[(0, 0.72663146), (3, 0.1810396), (4, 0.081722066)]"
35894619,"[(1, 0.45402277), (6, 0.53671175)]"
36681485,"[(2, 0.9244122), (4, 0.064708)]"
35897649,"[(3, 0.963483)]"
36681997,"[(2, 0.8658389), (4, 0.12452877)]"
36684098,"[(0, 0.04171936), (1, 0.04169054), (2, 0.04167962), (3, 0.041699935), (4, 0.04169907), (5, 0.041666795), (6, 0.7081503), (7, 0.041694302)]"
35915854,"[(6, 0.9886318)]"
35915940,"[(6, 0.9886318)]"
36708790,"[(1, 0.70486397), (5, 0.12283539), (6, 0.15666464)]"
36708814,"[(0, 0.66392326), (2, 0.30719334)]"
35917401,"[(1, 0.66547626), (4, 0.29281494)]"
35917534,"[(1, 0.66533303), (4, 0.29295728)]"
35917633,"[(1, 0.6654736), (4, 0.29281765)]"
35917835,"[(1, 0.6654794), (4, 0.2928118)]"
35917992,"[(1, 0.66544175), (4, 0.29284945)]"
35919576,"[(0, 0.18144825), (1, 0.5994476), (3, 0.20811988)]"
35919726,"[(1, 0.9177439), (4, 0.06348947)]"
35923941,"[(0, 0.3106699), (3, 0.6356514)]"
36708844,"[(2, 0.55475205), (4, 0.22953926), (5, 0.15631324), (6, 0.05343409)]"
36716657,"[(0, 0.4093786), (3, 0.49246803), (4, 0.05391723), (6, 0.03529129)]"
36719777,"[(0, 0.7327057), (3, 0.050855044), (4, 0.20797719)]"
35925270,"[(1, 0.20846541), (6, 0.20956008), (7, 0.55354446)]"
35925658,"[(2, 0.28928638), (5, 0.44467723), (7, 0.2388044)]"
36735853,"[(0, 0.04172597), (1, 0.041690573), (2, 0.04167964), (3, 0.041699998), (4, 0.041699126), (5, 0.0416668), (6, 0.7081436), (7, 0.041694347)]"
35939801,"[(0, 0.50164825), (3, 0.30698377), (5, 0.07062925), (6, 0.1144022)]"
36738276,"[(0, 0.97424346)]"
36738300,"[(0, 0.14535797), (2, 0.730882), (4, 0.11216714)]"
35941304,"[(0, 0.6408535), (3, 0.1585317), (5, 0.03816183), (6, 0.15156783)]"
35941465,"[(0, 0.64085585), (3, 0.158514), (5, 0.03817684), (6, 0.15156822)]"
35960079,"[(0, 0.041726075), (1, 0.041690573), (2, 0.04167964), (3, 0.04170002), (4, 0.041699134), (5, 0.0416668), (6, 0.7081434), (7, 0.04169435)]"
36754454,"[(0, 0.55097), (3, 0.40631497), (6, 0.030440345)]"
36775169,"[(1, 0.12807176), (5, 0.86054575)]"
35984478,"[(0, 0.13880365), (1, 0.10148606), (2, 0.2059338), (5, 0.44442436), (6, 0.095943294)]"
36778772,"[(0, 0.91338193), (6, 0.07710988)]"
36792667,"[(0, 0.7317806), (3, 0.16321373), (4, 0.09522327)]"
36792869,"[(0, 0.9809536)]"
35985934,"[(1, 0.2084669), (6, 0.20956023), (7, 0.55354285)]"
35986048,"[(1, 0.9828143)]"
35986159,"[(1, 0.9828131)]"
35986270,"[(1, 0.9168984), (6, 0.07281317)]"
35986422,"[(1, 0.909201), (6, 0.08036775)]"
35988222,"[(6, 0.9886318)]"
36806468,"[(0, 0.04171949), (1, 0.041690543), (2, 0.041679624), (3, 0.04169994), (4, 0.041699074), (5, 0.0416668), (6, 0.70815027), (7, 0.041694313)]"
36822134,"[(1, 0.31347692), (3, 0.06892233), (6, 0.10215323), (7, 0.49042293)]"
37735108,"[(0, 0.017889839), (1, 0.017907549), (2, 0.017897531), (3, 0.8747694), (4, 0.017897587), (5, 0.01790099), (6, 0.017872421), (7, 0.01786468)]"
36846224,"[(0, 0.13751535), (2, 0.10265398), (4, 0.23792672), (7, 0.5147468)]"
36855267,"[(2, 0.24074486), (3, 0.56360096), (5, 0.17961118)]"
36863335,"[(6, 0.9886319)]"
36863650,"[(6, 0.9886318)]"
36864002,"[(6, 0.9886319)]"
37755286,"[(1, 0.02586888), (2, 0.74855727), (7, 0.21280684)]"
36865774,"[(0, 0.14340259), (2, 0.21503837), (3, 0.22328126), (5, 0.20122318), (6, 0.09212245), (7, 0.12095595)]"
36889348,"[(0, 0.61486405), (5, 0.29025605), (6, 0.06641846)]"
36899646,"[(6, 0.9886319)]"
37758911,"[(0, 0.79039073), (5, 0.15133567), (6, 0.021153392), (7, 0.030858759)]"
36934649,"[(3, 0.3579024), (5, 0.51436615), (6, 0.10983174)]"
37023777,"[(0, 0.9280327), (6, 0.0624581)]"
37032474,"[(0, 0.92622685), (6, 0.064618066)]"
37761468,"[(0, 0.0453583), (3, 0.61736035), (5, 0.3277986)]"
37062408,"[(2, 0.95563674), (4, 0.031851243)]"
37064107,"[(2, 0.9213148), (4, 0.06796129)]"
37070347,"[(0, 0.9244657), (6, 0.0662658)]"
37765066,"[(6, 0.9886318)]"
37078459,"[(2, 0.3882231), (3, 0.25703984), (5, 0.33684593)]"
37793471,"[(1, 0.10960405), (3, 0.41142163), (4, 0.25243244), (5, 0.2026964)]"
37096102,"[(0, 0.22389783), (3, 0.6345394), (5, 0.08006929), (6, 0.053669255)]"
37102774,"[(2, 0.89732367), (4, 0.09279382)]"
37845534,"[(3, 0.9618959)]"
37873073,"[(0, 0.0113684265), (1, 0.011412216), (2, 0.011371782), (3, 0.0113839405), (4, 0.011367634), (5, 0.9203316), (6, 0.011399305), (7, 0.011365154)]"
37102870,"[(3, 0.8423278), (5, 0.12013065)]"
37107411,"[(0, 0.4592296), (4, 0.364589), (7, 0.1655692)]"
37110743,"[(0, 0.23948546), (2, 0.18065779), (4, 0.56887466)]"
37111040,"[(0, 0.23947152), (2, 0.1805996), (4, 0.5689467)]"
37111378,"[(0, 0.2394915), (2, 0.18072522), (4, 0.5688012)]"
37111560,"[(0, 0.23948394), (2, 0.18072473), (4, 0.5688093)]"
37111614,"[(0, 0.2394788), (2, 0.18063408), (4, 0.568905)]"
37113111,"[(0, 0.59021276), (5, 0.37402612)]"
37874557,"[(0, 0.43564075), (4, 0.40832564), (5, 0.13098453)]"
37120607,"[(0, 0.29147473), (2, 0.11619272), (4, 0.5820706)]"
37120690,"[(0, 0.29147097), (2, 0.116180405), (4, 0.5820866)]"
