id,topics
21668078,"[(7, 0.9964393)]"
21612444,"[(0, 0.111462004), (3, 0.2609083), (5, 0.6164574)]"
21668251,"[(7, 0.99643916)]"
22283700,"[(3, 0.5824927), (5, 0.39663807)]"
21669368,"[(7, 0.99642456)]"
22284202,"[(0, 0.18770945), (3, 0.15698002), (5, 0.63027936)]"
21669948,"[(0, 0.20798044), (7, 0.78935766)]"
21671932,"[(2, 0.8540779), (4, 0.048261836), (6, 0.08871453)]"
22297626,"[(1, 0.039375026), (2, 0.044370666), (3, 0.84122294), (4, 0.06843407)]"
21684229,"[(0, 0.1730044), (3, 0.018845946), (7, 0.80587435)]"
21685410,"[(1, 0.967564)]"
21701544,"[(0, 0.8107374), (2, 0.10464422), (6, 0.07554802)]"
21701646,"[(0, 0.55148494), (2, 0.2941404), (5, 0.1473418)]"
22301401,"[(2, 0.31419313), (3, 0.49017498), (6, 0.08419638), (7, 0.10637768)]"
22301974,"[(2, 0.3187489), (3, 0.6139803), (5, 0.058923416)]"
21704206,"[(0, 0.16468872), (1, 0.041679956), (4, 0.34786442), (5, 0.29175046), (7, 0.14913559)]"
22326498,"[(0, 0.38362494), (2, 0.12092678), (3, 0.4867539)]"
21715934,"[(2, 0.56928897), (3, 0.4224512)]"
21734659,"[(2, 0.24841493), (3, 0.4915025), (5, 0.25216168)]"
21755091,"[(2, 0.56513727), (3, 0.42678064)]"
21756250,"[(0, 0.2660413), (2, 0.22780624), (3, 0.20066893), (5, 0.29727033)]"
22348805,"[(2, 0.17911091), (3, 0.79405004)]"
22351953,"[(2, 0.37207013), (3, 0.23709892), (5, 0.37660152)]"
21758649,"[(2, 0.2557296), (4, 0.41890073), (5, 0.31113875)]"
21761317,"[(2, 0.8437388), (3, 0.14624338)]"
21781074,"[(0, 0.51974267), (3, 0.31003162), (7, 0.16666818)]"
21789242,"[(0, 0.61940396), (3, 0.33640683)]"
22359870,"[(1, 0.13594972), (3, 0.38331366), (4, 0.09698016), (5, 0.37447914)]"
22360817,"[(2, 0.11871773), (3, 0.86340535)]"
22361117,"[(2, 0.10888336), (3, 0.8744313)]"
22363743,"[(2, 0.11873088), (3, 0.8633923)]"
22378636,"[(2, 0.14593126), (5, 0.7080408), (7, 0.1385767)]"
21794284,"[(0, 0.031285916), (1, 0.031251293), (2, 0.03130588), (3, 0.03139723), (4, 0.03133752), (5, 0.031270526), (6, 0.031251293), (7, 0.78090036)]"
22382584,"[(0, 0.017861662), (1, 0.19613354), (2, 0.017860958), (3, 0.01787615), (4, 0.017875502), (5, 0.69664663), (6, 0.0178875), (7, 0.01785804)]"
22390074,"[(1, 0.12313969), (2, 0.5378507), (3, 0.15523909), (4, 0.17661554)]"
22393593,"[(1, 0.96497476)]"
22394746,"[(0, 0.8562619), (3, 0.1351946)]"
21799621,"[(2, 0.7367013), (5, 0.24732347)]"
21832911,"[(1, 0.9663039)]"
22412512,"[(0, 0.096369155), (3, 0.5752849), (5, 0.3205224)]"
21839698,"[(3, 0.21590386), (5, 0.7263401)]"
22413819,"[(0, 0.11806786), (1, 0.11875196), (2, 0.1457371), (5, 0.3651302), (6, 0.03042583), (7, 0.21840912)]"
22415598,"[(0, 0.18530332), (2, 0.06095943), (4, 0.11754898), (7, 0.63295853)]"
21841803,"[(3, 0.8432588), (5, 0.14658962)]"
21858256,"[(0, 0.2076988), (2, 0.16990598), (3, 0.19408502), (5, 0.41936272)]"
21858718,"[(1, 0.07222493), (2, 0.8331997), (5, 0.086940154)]"
22424189,"[(0, 0.32539156), (4, 0.06165165), (7, 0.60821575)]"
22427314,"[(1, 0.367633), (2, 0.17729631), (5, 0.42377928)]"
22427572,"[(0, 0.010421107), (1, 0.92703146), (2, 0.010421279), (3, 0.010424025), (4, 0.01042502), (5, 0.010427929), (6, 0.010425652), (7, 0.010423518)]"
22429926,"[(0, 0.30819303), (4, 0.05523814), (7, 0.6316423)]"
22455591,"[(4, 0.86311895), (6, 0.124153204)]"
21884654,"[(0, 0.16559184), (2, 0.6759908), (4, 0.10583898), (6, 0.045810334)]"
22462508,"[(3, 0.89755404), (4, 0.07356009)]"
22470861,"[(1, 0.08526627), (2, 0.09221835), (3, 0.6614349), (4, 0.11559434), (6, 0.03839882)]"
21884656,"[(0, 0.19398162), (2, 0.65731657), (4, 0.09754493), (6, 0.044479217)]"
21884660,"[(0, 0.17819844), (2, 0.6416567), (4, 0.13240275), (6, 0.04123787)]"
21884665,"[(0, 0.17819071), (2, 0.64164793), (4, 0.13242401), (6, 0.041233078)]"
22475991,"[(0, 0.19319344), (2, 0.07407958), (4, 0.6946689), (7, 0.03137656)]"
21884671,"[(0, 0.17820013), (2, 0.6416604), (4, 0.13242367), (6, 0.04121152)]"
21884932,"[(3, 0.47330984), (7, 0.5116721)]"
22477638,"[(0, 0.31972745), (2, 0.20838238), (3, 0.40729415), (6, 0.05722774)]"
21887082,"[(3, 0.97421205)]"
21902133,"[(2, 0.20451175), (3, 0.6901886), (4, 0.097373925)]"
21938617,"[(0, 0.89463365), (1, 0.07753792)]"
22486999,"[(5, 0.9901584)]"
21950964,"[(2, 0.18628117), (3, 0.6547605), (5, 0.1443944)]"
21951521,"[(0, 0.8946208), (1, 0.077550784)]"
22500021,"[(1, 0.9858755)]"
22514422,"[(2, 0.4802333), (5, 0.47019345), (6, 0.03914101)]"
21952880,"[(0, 0.017876811), (1, 0.017873114), (2, 0.017897801), (3, 0.017884687), (4, 0.017868182), (5, 0.8748633), (6, 0.017873673), (7, 0.017862413)]"
22516385,"[(0, 0.041731182), (1, 0.04169059), (2, 0.041679647), (3, 0.04170011), (4, 0.041699156), (5, 0.041666795), (6, 0.7081381), (7, 0.041694373)]"
21961333,"[(0, 0.24017198), (1, 0.06391173), (2, 0.5294447), (4, 0.16013432)]"
21969122,"[(0, 0.80806243), (5, 0.14778474)]"
22555910,"[(1, 0.8018685), (3, 0.1403927)]"
22557402,"[(4, 0.67280304), (5, 0.28548905)]"
22578170,"[(5, 0.99015796)]"
21972062,"[(2, 0.9674357), (6, 0.02304826)]"
21984354,"[(0, 0.15370487), (3, 0.78885025), (6, 0.037265923)]"
21985188,"[(0, 0.20664965), (2, 0.07390946), (3, 0.7093368)]"
21985442,"[(0, 0.42718637), (2, 0.06759502), (3, 0.49719253)]"
22582554,"[(0, 0.73930883), (1, 0.16367579), (2, 0.07859916)]"
22583848,"[(0, 0.41404375), (2, 0.18980187), (3, 0.30666307), (7, 0.078823656)]"
22588143,"[(2, 0.98831946)]"
22589551,"[(3, 0.7696187), (5, 0.22087052)]"
21986744,"[(0, 0.44922492), (1, 0.030189669), (2, 0.03491733), (3, 0.061078135), (4, 0.08515352), (5, 0.077349156), (7, 0.26133293)]"
22594815,"[(2, 0.6584161), (3, 0.31655788)]"
22617624,"[(0, 0.47621807), (4, 0.51320416)]"
21988668,"[(2, 0.9881522)]"
21989343,"[(1, 0.022712927), (3, 0.6487483), (4, 0.31461596)]"
22658862,"[(0, 0.010428498), (1, 0.9269942), (2, 0.010437612), (3, 0.010428703), (4, 0.010424928), (5, 0.010442623), (6, 0.010419798), (7, 0.010423661)]"
22679789,"[(2, 0.7507655), (5, 0.23359197)]"
22693111,"[(0, 0.45591128), (4, 0.48430058), (6, 0.051097155)]"
22020552,"[(2, 0.2277583), (3, 0.3038078), (4, 0.063461475), (5, 0.39738035)]"
22020998,"[(0, 0.3783744), (3, 0.4225591), (5, 0.14328364), (6, 0.04684502)]"
22711847,"[(3, 0.56529826), (5, 0.4176337)]"
22022438,"[(2, 0.35403132), (3, 0.17698854), (4, 0.31106684), (7, 0.15095389)]"
22038386,"[(2, 0.98691934)]"
22051603,"[(0, 0.4778673), (1, 0.03555006), (2, 0.10596122), (3, 0.073313124), (4, 0.06405985), (7, 0.24194413)]"
22735757,"[(1, 0.98436564)]"
22735880,"[(1, 0.98490477)]"
22736372,"[(0, 0.3055623), (2, 0.047337197), (3, 0.54070735), (5, 0.10028627)]"
22070503,"[(2, 0.8104866), (3, 0.115587495), (6, 0.067043975)]"
22071206,"[(0, 0.9805282)]"
22088298,"[(2, 0.13659486), (3, 0.61797744), (6, 0.21066763)]"
22737572,"[(0, 0.57341176), (2, 0.1376109), (3, 0.2119321), (5, 0.057920523), (6, 0.016669245)]"
22101558,"[(2, 0.5686548), (3, 0.42334917)]"
22109791,"[(2, 0.98831934)]"
22109994,"[(2, 0.9883188)]"
22740914,"[(2, 0.783195), (3, 0.11195441), (4, 0.025514496), (6, 0.07315388)]"
22741757,"[(1, 0.9851587)]"
22741855,"[(1, 0.9843655)]"
22757366,"[(2, 0.56394666), (4, 0.21247493), (5, 0.19950168)]"
22113225,"[(3, 0.94431305), (4, 0.043763854)]"
22124056,"[(2, 0.5671506), (3, 0.40937787)]"
22124182,"[(0, 0.015631003), (1, 0.015642317), (2, 0.015644329), (3, 0.8905352), (4, 0.015634825), (5, 0.015635347), (6, 0.015649408), (7, 0.015627647)]"
22819030,"[(2, 0.28977963), (3, 0.29574916), (4, 0.14352256), (6, 0.12318981), (7, 0.14179483)]"
22125894,"[(3, 0.75349474), (5, 0.23511824)]"
22131624,"[(4, 0.106432274), (5, 0.60205245), (7, 0.26992702)]"
22842478,"[(0, 0.29958743), (4, 0.033271793), (7, 0.6616519)]"
22134553,"[(0, 0.32387337), (1, 0.028693078), (2, 0.14724408), (3, 0.072152436), (5, 0.13696826), (7, 0.28876844)]"
22850418,"[(1, 0.046227973), (2, 0.1724751), (3, 0.47366396), (4, 0.24363868), (7, 0.05546133)]"
22134606,"[(0, 0.6179402), (2, 0.033671778), (3, 0.18849646), (5, 0.12776755), (6, 0.029861141)]"
22136198,"[(2, 0.05621232), (3, 0.92906654)]"
22853034,"[(0, 0.47017536), (4, 0.5193927)]"
22145001,"[(4, 0.10648905), (5, 0.60201436), (7, 0.26990837)]"
22867637,"[(3, 0.4534514), (7, 0.5312235)]"
22888908,"[(0, 0.27850613), (1, 0.015651846), (2, 0.015643029), (3, 0.62762904), (4, 0.015638132), (5, 0.015637705), (6, 0.015652725), (7, 0.01564143)]"
22890518,"[(0, 0.4558115), (4, 0.48502666), (6, 0.05070512)]"
22145240,"[(4, 0.10647624), (5, 0.602012), (7, 0.26992357)]"
22153195,"[(2, 0.11875048), (3, 0.8633726)]"
22899725,"[(1, 0.041225944), (2, 0.20858772), (4, 0.33435097), (6, 0.038318973), (7, 0.37191206)]"
22153498,"[(0, 0.5538504), (2, 0.23893091), (3, 0.117707536), (4, 0.08347693)]"
22178740,"[(1, 0.12521096), (3, 0.55689687), (4, 0.17379636), (6, 0.051548947), (7, 0.086285286)]"
22180943,"[(1, 0.96978825)]"
22908846,"[(0, 0.08226741), (3, 0.6984042), (5, 0.20888633)]"
22183636,"[(4, 0.106486864), (5, 0.60203713), (7, 0.26988783)]"
22219957,"[(1, 0.86658144), (5, 0.121497825)]"
22230848,"[(3, 0.80382246), (6, 0.056772314), (7, 0.13019924)]"
22236614,"[(3, 0.64918846), (5, 0.26017633), (7, 0.08217066)]"
22911245,"[(3, 0.46718746), (5, 0.444429), (6, 0.07382646)]"
22253693,"[(2, 0.8939974), (3, 0.09542238)]"
22253841,"[(1, 0.026582178), (2, 0.9644772)]"
22958309,"[(0, 0.5105776), (3, 0.45186868)]"
22959881,"[(5, 0.9898131)]"
23310328,"[(2, 0.38609493), (4, 0.35946772), (5, 0.24661045)]"
22980827,"[(0, 0.49183765), (2, 0.088773526), (3, 0.30316016), (7, 0.11237641)]"
23005202,"[(2, 0.98831904)]"
23007188,"[(0, 0.24290878), (2, 0.140077), (5, 0.59122634), (7, 0.020680252)]"
23008094,"[(0, 0.4622377), (4, 0.52733123)]"
23310485,"[(0, 0.27747992), (2, 0.22307034), (4, 0.3071235), (5, 0.1868223)]"
23009162,"[(0, 0.4931114), (3, 0.238055), (4, 0.21689703), (6, 0.04434852)]"
23310708,"[(0, 0.28094354), (2, 0.23551935), (4, 0.27098924), (5, 0.2070433)]"
23033767,"[(0, 0.06250634), (1, 0.06250535), (2, 0.06251276), (3, 0.56245416), (4, 0.06250535), (5, 0.06250535), (6, 0.06250535), (7, 0.06250535)]"
23034024,"[(1, 0.14283909), (2, 0.19087696), (4, 0.1288817), (5, 0.5226706)]"
23082547,"[(0, 0.23342283), (2, 0.47706679), (5, 0.27871987)]"
23311194,"[(2, 0.59787256), (5, 0.35221788), (6, 0.04177808)]"
23095303,"[(0, 0.3604882), (2, 0.20065401), (3, 0.41486523), (6, 0.02213803)]"
23311376,"[(2, 0.3683006), (4, 0.19356433), (5, 0.3903451), (6, 0.041370414)]"
23115501,"[(5, 0.9374095)]"
23149916,"[(2, 0.042117827), (3, 0.81656504), (5, 0.1331873)]"
23313149,"[(2, 0.4267857), (4, 0.16178769), (5, 0.4031897)]"
23169745,"[(0, 0.062504426), (1, 0.062504426), (2, 0.56227255), (3, 0.062612124), (4, 0.06255456), (5, 0.06254305), (6, 0.062504426), (7, 0.062504426)]"
23190593,"[(0, 0.23728627), (2, 0.34550604), (3, 0.09788273), (5, 0.25389498), (7, 0.060487192)]"
23192756,"[(2, 0.14209202), (3, 0.56410176), (4, 0.11611485), (6, 0.034389917), (7, 0.13777861)]"
23313300,"[(2, 0.53458834), (4, 0.090490185), (5, 0.36678848)]"
23199890,"[(0, 0.22066554), (3, 0.76542985)]"
23313413,"[(2, 0.67321295), (4, 0.1714739), (5, 0.11741286), (6, 0.030425757)]"
23236968,"[(1, 0.16609712), (3, 0.8197206)]"
23313539,"[(2, 0.6519119), (4, 0.22953872), (5, 0.08627187), (6, 0.02469042)]"
23241026,"[(0, 0.5643988), (2, 0.3103329), (5, 0.11831343)]"
23257630,"[(1, 0.9649674)]"
23279277,"[(0, 0.1528298), (1, 0.05094065), (2, 0.5426387), (5, 0.13970134), (6, 0.04512776), (7, 0.063754275)]"
23313994,"[(2, 0.62481755), (4, 0.16236354), (5, 0.20423889)]"
23286576,"[(0, 0.15889414), (2, 0.1475649), (3, 0.31862113), (4, 0.080642946), (5, 0.22795622), (6, 0.06315089)]"
23315645,"[(2, 0.17227031), (4, 0.18409124), (5, 0.46808136), (6, 0.09989967), (7, 0.07043933)]"
23309874,"[(2, 0.38609055), (4, 0.35945448), (5, 0.2466281)]"
23328547,"[(1, 0.034432355), (2, 0.60737395), (3, 0.14586101), (7, 0.21005677)]"
23333512,"[(0, 0.27816895), (3, 0.70991284)]"
24617855,"[(1, 0.82404727), (3, 0.13642122)]"
24633249,"[(0, 0.6196343), (2, 0.33618787)]"
23343488,"[(0, 0.03127007), (1, 0.031278525), (2, 0.03130787), (3, 0.32026982), (4, 0.4920733), (5, 0.031288575), (6, 0.031251416), (7, 0.03126044)]"
24636261,"[(0, 0.012507506), (1, 0.91243106), (2, 0.012509168), (3, 0.012517815), (4, 0.012511323), (5, 0.0125158895), (6, 0.012506068), (7, 0.012501133)]"
24641849,"[(6, 0.9886318)]"
23353609,"[(0, 0.06256178), (1, 0.062500745), (2, 0.06250739), (3, 0.06255333), (4, 0.0625729), (5, 0.062553555), (6, 0.062500745), (7, 0.56224954)]"
23362379,"[(3, 0.17578207), (4, 0.31127617), (7, 0.48165512)]"
23363793,"[(5, 0.4446629), (7, 0.54689896)]"
23368213,"[(1, 0.12007676), (2, 0.30267912), (3, 0.36633947), (5, 0.1997711)]"
23369397,"[(1, 0.09941696), (2, 0.4851515), (3, 0.19169761), (5, 0.21121345)]"
23370967,"[(0, 0.020848652), (1, 0.02086362), (2, 0.02085506), (3, 0.020864528), (4, 0.8540474), (5, 0.020852923), (6, 0.02083391), (7, 0.020833934)]"
23379530,"[(1, 0.6244724), (5, 0.34285077)]"
24645345,"[(4, 0.99087495)]"
23405802,"[(0, 0.6782346), (2, 0.03878001), (3, 0.08483213), (5, 0.15614156), (6, 0.039664384)]"
23470514,"[(1, 0.92729586), (7, 0.05929313)]"
24647767,"[(4, 0.99015564)]"
23492918,"[(1, 0.109841295), (2, 0.64393854), (5, 0.1282479), (7, 0.10918423)]"
24648231,"[(4, 0.940597), (7, 0.050967395)]"
24648430,"[(4, 0.9244763), (7, 0.06708805)]"
24661396,"[(1, 0.767892), (6, 0.21002318)]"
24668290,"[(2, 0.8014036), (3, 0.09860658), (7, 0.09129887)]"
23531374,"[(0, 0.060723994), (2, 0.46800372), (4, 0.19245382), (5, 0.2035667), (6, 0.06996098)]"
24679540,"[(3, 0.42815965), (4, 0.08913967), (5, 0.47306174)]"
24680318,"[(0, 0.18174665), (3, 0.80752474)]"
23532889,"[(0, 0.05253574), (2, 0.4241699), (4, 0.23174103), (5, 0.2138675), (6, 0.072240606)]"
24705909,"[(0, 0.04172266), (1, 0.04169056), (2, 0.04167963), (3, 0.041699983), (4, 0.041699104), (5, 0.0416668), (6, 0.7081469), (7, 0.041694332)]"
24725519,"[(1, 0.8534354), (5, 0.1277931)]"
23606658,"[(0, 0.32782218), (2, 0.31671074), (3, 0.3028116), (5, 0.043709178)]"
23610214,"[(2, 0.91877025), (3, 0.0641662)]"
23610678,"[(2, 0.71072763), (3, 0.27180606)]"
23614797,"[(1, 0.8774685), (5, 0.09247452)]"
23633954,"[(0, 0.41379285), (1, 0.37710568), (3, 0.20015374)]"
24725632,"[(0, 0.012507068), (1, 0.012515522), (2, 0.012511651), (3, 0.6104594), (4, 0.31446552), (5, 0.012514092), (6, 0.012513921), (7, 0.012512889)]"
24725972,"[(2, 0.22879176), (3, 0.47786453), (5, 0.19386692), (7, 0.084300265)]"
23636465,"[(0, 0.18712485), (1, 0.15825376), (2, 0.40570632), (4, 0.1793391), (7, 0.060842812)]"
23641569,"[(2, 0.32372877), (3, 0.6570224)]"
24728143,"[(0, 0.7082141), (1, 0.04166731), (2, 0.04166731), (3, 0.04166731), (4, 0.04166731), (5, 0.041729458), (6, 0.04166731), (7, 0.041719925)]"
24735442,"[(0, 0.26283848), (1, 0.07868334), (2, 0.085949294), (3, 0.38413945), (4, 0.06666909), (7, 0.11833682)]"
23652559,"[(3, 0.85497314), (6, 0.13162078)]"
23706532,"[(1, 0.61559814), (3, 0.281016), (6, 0.09480982)]"
23706786,"[(1, 0.64832234), (3, 0.2400206), (5, 0.09833137)]"
23707842,"[(6, 0.9886319)]"
24737029,"[(1, 0.08542166), (2, 0.2930066), (3, 0.3698164), (4, 0.06993454), (5, 0.12590918), (7, 0.0523366)]"
23737305,"[(0, 0.6190022), (2, 0.117865965), (5, 0.18855336), (7, 0.066232786)]"
23773023,"[(0, 0.012505132), (1, 0.91244966), (2, 0.0125040915), (3, 0.012507275), (4, 0.012502722), (5, 0.0125126485), (6, 0.012506996), (7, 0.012511504)]"
24749692,"[(1, 0.031074177), (2, 0.517879), (3, 0.44270185)]"
23773839,"[(3, 0.5197279), (4, 0.35673648), (7, 0.10117282)]"
23800632,"[(2, 0.1261254), (5, 0.8397465)]"
24768573,"[(1, 0.08406251), (4, 0.6916742), (7, 0.20734285)]"
23821920,"[(0, 0.34878623), (2, 0.22452334), (4, 0.22253764), (7, 0.19607005)]"
23822281,"[(2, 0.4372627), (3, 0.5121356), (6, 0.03637418)]"
24768592,"[(1, 0.08406264), (4, 0.6916758), (7, 0.20734112)]"
24770686,"[(1, 0.08406081), (4, 0.69165826), (7, 0.20736049)]"
24773380,"[(1, 0.084064424), (4, 0.69169486), (7, 0.20732029)]"
24785332,"[(1, 0.08406388), (4, 0.6916886), (7, 0.20732704)]"
24799822,"[(1, 0.084062584), (4, 0.6916752), (7, 0.20734179)]"
24807963,"[(4, 0.99077916)]"
23831583,"[(2, 0.7817133), (3, 0.17020047), (4, 0.03845938)]"
23862443,"[(2, 0.5180803), (3, 0.25653237), (4, 0.21576013)]"
23869927,"[(0, 0.085393324), (1, 0.07987016), (3, 0.8138683)]"
23886024,"[(0, 0.20865682), (1, 0.7818366)]"
23887249,"[(1, 0.98212945)]"
24813757,"[(0, 0.24451946), (1, 0.015631456), (2, 0.01563337), (3, 0.015642278), (4, 0.015633909), (5, 0.66167414), (6, 0.015634423), (7, 0.015630983)]"
24824113,"[(4, 0.99077886)]"
23915975,"[(0, 0.6176474), (3, 0.34972033)]"
24824565,"[(4, 0.99068123)]"
24824727,"[(4, 0.9907789)]"
24824916,"[(4, 0.9907788)]"
24054753,"[(0, 0.20053682), (3, 0.43166703), (5, 0.10973826), (6, 0.22676718)]"
24825098,"[(4, 0.9907788)]"
24825256,"[(4, 0.990875)]"
24074943,"[(2, 0.4831035), (3, 0.36635923), (5, 0.13850276)]"
24836943,"[(1, 0.8070342), (6, 0.17208277)]"
24847275,"[(1, 0.8142929), (3, 0.170059)]"
24847280,"[(1, 0.3499174), (5, 0.33851302), (6, 0.27248612)]"
24855499,"[(0, 0.061000016), (1, 0.9121878)]"
24856000,"[(1, 0.82799494), (6, 0.15454306)]"
24860011,"[(2, 0.07596195), (3, 0.7177048), (5, 0.18130606)]"
24864166,"[(1, 0.7568515), (6, 0.2248294)]"
24864441,"[(1, 0.9791275)]"
24865197,"[(1, 0.8239309), (5, 0.1593809)]"
24083449,"[(0, 0.32236102), (2, 0.090603925), (3, 0.3478786), (5, 0.23189878)]"
24131401,"[(0, 0.08539946), (1, 0.07986809), (3, 0.81386524)]"
24160559,"[(2, 0.7108808), (3, 0.2516001)]"
24165058,"[(0, 0.104364224), (3, 0.32577163), (5, 0.5307527)]"
24865448,"[(0, 0.5656715), (3, 0.31599364), (5, 0.103771836)]"
24167990,"[(0, 0.4622397), (4, 0.52732927)]"
24869004,"[(1, 0.08406144), (4, 0.6916641), (7, 0.20735401)]"
24869474,"[(1, 0.08405945), (4, 0.69164664), (7, 0.20737347)]"
24869641,"[(1, 0.08406193), (4, 0.69166917), (7, 0.20734848)]"
24875045,"[(0, 0.41566968), (4, 0.1837772), (5, 0.38917848)]"
24875049,"[(0, 0.30811936), (1, 0.033674832), (3, 0.2661176), (4, 0.29475293), (5, 0.09239255)]"
24213731,"[(5, 0.4446669), (7, 0.5468949)]"
24257693,"[(1, 0.079897694), (2, 0.14436506), (4, 0.34920648), (6, 0.025436835), (7, 0.39548972)]"
24289170,"[(1, 0.98586583)]"
24884889,"[(0, 0.9558616), (7, 0.03183171)]"
24289471,"[(0, 0.05486378), (3, 0.51067084), (4, 0.057589177), (5, 0.28752905), (6, 0.08420091)]"
24899594,"[(2, 0.19281876), (3, 0.38326812), (5, 0.25809923), (6, 0.15443565)]"
24318245,"[(3, 0.96496767)]"
24900857,"[(1, 0.7716871), (3, 0.11610792), (6, 0.0952992)]"
24901177,"[(0, 0.30448905), (1, 0.5843035), (6, 0.100227535)]"
24908867,"[(0, 0.28445226), (3, 0.13592821), (4, 0.20772842), (6, 0.03917692), (7, 0.32132825)]"
24913246,"[(0, 0.37062308), (3, 0.23121582), (6, 0.07221681), (7, 0.31372723)]"
24922608,"[(0, 0.8193481), (3, 0.1571952)]"
24925697,"[(1, 0.97631925)]"
24927014,"[(0, 0.28174824), (3, 0.7078192)]"
24327949,"[(0, 0.125), (1, 0.125), (2, 0.125), (3, 0.125), (4, 0.125), (5, 0.125), (6, 0.125), (7, 0.125)]"
24357532,"[(1, 0.908164), (7, 0.07816604)]"
24359951,"[(3, 0.50624335), (5, 0.46485543)]"
24379665,"[(2, 0.98831934)]"
24380829,"[(0, 0.6286442), (2, 0.116828926), (5, 0.048474796), (6, 0.050525807), (7, 0.14786147)]"
24387333,"[(2, 0.9883196)]"
24387636,"[(2, 0.9883196)]"
24927117,"[(0, 0.11404459), (1, 0.72085166), (6, 0.1508771)]"
24935517,"[(0, 0.5223873), (3, 0.43590033)]"
24946065,"[(0, 0.26951396), (2, 0.25295764), (3, 0.46014538)]"
24976033,"[(0, 0.39374268), (3, 0.14219905), (4, 0.28347683), (7, 0.17287573)]"
24981028,"[(0, 0.16426195), (1, 0.022222014), (4, 0.30470634), (5, 0.14354181), (7, 0.358311)]"
24995322,"[(0, 0.28605145), (4, 0.3004379), (5, 0.29032), (7, 0.11275159)]"
24406334,"[(0, 0.2610122), (2, 0.09215873), (3, 0.49109444), (7, 0.1517907)]"
24414641,"[(0, 0.26150635), (3, 0.6943073)]"
25022589,"[(1, 0.8786435), (5, 0.10158921)]"
25026354,"[(1, 0.97694373)]"
25027590,"[(1, 0.976946)]"
25027719,"[(0, 0.6262494), (1, 0.15933688), (3, 0.20583786)]"
25027795,"[(1, 0.9769567)]"
24435319,"[(0, 0.10497105), (3, 0.59923613), (5, 0.24673174), (6, 0.041113675)]"
24440320,"[(1, 0.702416), (5, 0.15691884), (6, 0.12706834)]"
25037302,"[(0, 0.95585746), (7, 0.031835828)]"
25037905,"[(0, 0.9558566), (7, 0.031836737)]"
25044456,"[(4, 0.9438951), (7, 0.04757348)]"
25065190,"[(1, 0.873476), (5, 0.07268314), (6, 0.038197488)]"
25066490,"[(1, 0.7958267), (5, 0.07740931), (6, 0.10887927)]"
25073781,"[(0, 0.08222172), (1, 0.732827), (5, 0.16968371)]"
25113397,"[(0, 0.8192654), (1, 0.02115953), (3, 0.14878346)]"
24443766,"[(0, 0.30304873), (2, 0.09535746), (3, 0.39703345), (7, 0.20000646)]"
24452929,"[(2, 0.57930917), (3, 0.39067125)]"
24453185,"[(2, 0.49483445), (3, 0.46347103)]"
24465129,"[(0, 0.12493164), (1, 0.6655951), (6, 0.13852891), (7, 0.060721345)]"
25144169,"[(0, 0.42795995), (3, 0.22756845), (4, 0.20890447), (5, 0.122390985)]"
25144253,"[(0, 0.42797455), (3, 0.22757535), (4, 0.20889995), (5, 0.12237405)]"
25144376,"[(0, 0.42794052), (3, 0.22755559), (4, 0.20891404), (5, 0.122413695)]"
24488628,"[(0, 0.5991416), (4, 0.03146852), (7, 0.36412975)]"
24501260,"[(0, 0.2416149), (2, 0.31710887), (3, 0.43233392)]"
24501459,"[(3, 0.30098885), (4, 0.64537865)]"
24503584,"[(3, 0.30095762), (4, 0.6454098)]"
25173285,"[(1, 0.9846401)]"
25206371,"[(1, 0.88510674), (6, 0.09857549)]"
25206640,"[(1, 0.9869355)]"
25212440,"[(0, 0.05623214), (1, 0.7441378), (5, 0.1101108), (6, 0.07787668)]"
25213159,"[(1, 0.8714234), (3, 0.111108355)]"
25218171,"[(0, 0.38805345), (2, 0.13538499), (3, 0.3372055), (5, 0.13140365)]"
24537329,"[(1, 0.053714726), (3, 0.80070746), (4, 0.13478065)]"
24562905,"[(1, 0.8530565), (5, 0.12862498)]"
24566582,"[(0, 0.14427322), (1, 0.48299807), (3, 0.1025655), (5, 0.1657187), (6, 0.09749351)]"
24566753,"[(1, 0.6456044), (5, 0.32551435)]"
24587445,"[(0, 0.631484), (1, 0.27466992), (2, 0.015642166), (3, 0.015639586), (4, 0.01563655), (5, 0.015661033), (6, 0.015632074), (7, 0.01563467)]"
25219159,"[(0, 0.5023532), (3, 0.34641528), (5, 0.14113809)]"
24612188,"[(4, 0.9298753), (7, 0.061594285)]"
24613148,"[(0, 0.8588748), (4, 0.12442723)]"
24615811,"[(1, 0.8796804), (6, 0.103251174)]"
24616305,"[(1, 0.91477096), (3, 0.060200322)]"
25224486,"[(0, 0.012529081), (1, 0.012501254), (2, 0.012518759), (3, 0.52250546), (4, 0.25941142), (5, 0.012513279), (6, 0.012508591), (7, 0.15551208)]"
25225350,"[(0, 0.38582215), (1, 0.11859925), (2, 0.058802724), (3, 0.257229), (7, 0.17348756)]"
25236749,"[(1, 0.8222438), (3, 0.1620997)]"
25276038,"[(1, 0.78089267), (6, 0.1988295)]"
25283610,"[(1, 0.8780647), (6, 0.106909625)]"
25295108,"[(1, 0.9445466), (3, 0.039122533)]"
25224541,"[(1, 0.76825905), (2, 0.1017491), (6, 0.11818356)]"
25993355,"[(0, 0.36822957), (4, 0.34767208), (5, 0.20639378), (7, 0.062064916)]"
26013336,"[(0, 0.10510431), (3, 0.56770223), (5, 0.3011189)]"
