id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1838581,Suite 901 @ Hennessy Road 1-2 Guest,1375696,C S,,Wan Chai,22.27782,114.16992,Private room,700,3,7,2018-12-08,0.07,14,181,0,
1838603,Suite 902 @ Hennessy Road 1-3 Guest,1375696,C S,,Wan Chai,22.27685,114.17212,Private room,700,3,4,2019-05-04,0.04,14,365,0,
1838607,Suite 903 @ Hennessy Road 1-2 Guest,1375696,C S,,Wan Chai,22.27734,114.17218,Private room,637,3,21,2019-05-04,0.21,14,180,0,
1838612,Suite 904 @ Hennessy Road 1-2 Guest,1375696,C S,,Wan Chai,22.27823,114.17199,Private room,637,3,14,2018-11-30,0.15,14,180,0,
1838620,Suite 906 @ Hennessy Road 1-2 Guest,1375696,C S,,Wan Chai,22.27679,114.17162,Private room,559,3,16,2018-12-09,0.16,14,180,0,
1838624,Suite 907 @ Hennessy Road 1-2 Guest,1375696,C S,,Wan Chai,22.27843,114.1698,Private room,715,3,5,2018-02-03,0.06,14,181,0,
1849525,Harbour Mong kok Renovated Room 5,2767559,Mark,,Yau Tsim Mong,22.31707,114.16932,Private room,804,1,2,2015-10-22,0.03,14,365,0,
1849579,Harbour Mong kok Renovated Room 6,2767559,Mark,,Yau Tsim Mong,22.31768,114.16782,Private room,859,1,0,,,14,365,0,
1851862,Room in Heart of Mong Kok 2.....,2767559,Mark,,Yau Tsim Mong,22.31833,114.16965,Private room,654,1,10,2015-09-14,0.11,14,365,0,
1887852,Stunning Studio in Causeway Bay (c25c),4584648,Ivy,,Central & Western,22.28115,114.15777,Private room,217,30,2,2018-12-20,0.02,384,365,0,
1907254,TWO bedroom apartment @ W.Mid-level 西區2房單位 *近 MTR,4509858,Akiei,,Central & Western,22.28323,114.14365,Entire home/apt,1158,90,0,,,3,263,0,
1910193,FLATSHARE in North Point,4584648,Ivy,,Eastern,22.28853,114.19887,Private room,180,30,1,2015-07-25,0.01,384,365,0,
1922220,Right smack 'n Central Hong Kong!!,5181284,Peter,,Central & Western,22.28335,114.15275,Entire home/apt,647,20,89,2017-04-30,0.88,2,90,0,
1932651,Opposite Langham 10s MK MTR  4ppl,10002884,Han,,Yau Tsim Mong,22.31896,114.1698,Entire home/apt,615,1,33,2019-05-01,0.33,1,91,0,
1944230,3 BR hidden gem over hideaway beach,10056448,Annie,,Islands,22.29376,114.02168,Entire home/apt,1686,5,56,2020-07-28,0.56,2,181,0,
1971970,Wan Chai  room ---- Available  !!!,4584648,Ivy,,Wan Chai,22.27695,114.17563,Private room,180,30,1,2015-01-07,0.01,384,365,0,
1980360,Exotic Village house,8541305,Yammi,,Yuen Long,22.45209,114.06649,Entire home/apt,250,2,13,2018-05-19,0.13,1,363,0,
2023516,WANCHAI  Room --  *************,4584648,Ivy,,Wan Chai,22.27705,114.17593,Private room,180,30,0,,,384,365,0,
2026068,"COZY AND CLEAN,MONG KOK,FIT 3 PPL",4500928,Jan,,Yau Tsim Mong,22.31626,114.169,Private room,600,1,0,,,2,264,0,
2039450,cozy studio G causeway bay hongkong,2767759,Alfred,,Wan Chai,22.27886,114.18557,Entire home/apt,280,32,4,2021-06-15,0.12,10,306,1,
2039863,Newly renovated Unit 5 – Explore like a local,6067974,Wilson,,Wan Chai,22.28608,114.1912,Entire home/apt,1200,28,54,2021-04-08,0.55,48,180,1,
2079554,Nice room in Shek Tong Tsui,4584648,Ivy,,Central & Western,22.28522,114.13643,Private room,180,30,1,2014-05-14,0.01,384,365,0,
2084693,Bridge and Sea view 2 bedroom Apartment w/ Balcony,10647247,Patrick,,Sha Tin,22.35852,114.14402,Entire home/apt,835,30,30,2019-10-07,0.30,1,89,0,
2118190,尖沙咀核心地帶，雙地鐵口，步行至維港3分鐘，大床房,10800424,Leslie,,Yau Tsim Mong,22.29805,114.17523,Private room,700,1,0,,,3,365,0,
2118222,尖沙咀核心地帶，雙地鐵口，步行至維港3分鐘，雙床房,10800424,Leslie,,Yau Tsim Mong,22.29787,114.17558,Private room,750,1,0,,,3,365,0,
2118400,尖沙咀核心地帶，雙地鐵口，步行至維港3分鐘，家庭房,10800424,Leslie,,Yau Tsim Mong,22.29665,114.17358,Private room,900,1,0,,,3,365,0,
2174774,标准双床房,10625315,先生,,Yau Tsim Mong,22.31987,114.17077,Private room,344,1,10,2018-11-11,0.11,10,0,0,
2180315,Deluxe Yau Ma Tei Studio,4584648,Ivy,,Yau Tsim Mong,22.31533,114.1681,Private room,217,30,0,,,384,364,0,
2184084,Stylish+Chic @Midlevel Centre St,10713209,Eric,,Central & Western,22.28143,114.14003,Entire home/apt,1956,30,20,2016-03-25,0.20,1,365,0,
2217839,Room in Fortress Hill - F4c,4584648,Ivy,,Eastern,22.28942,114.19454,Private room,180,30,1,2014-01-27,0.01,384,364,0,
2269506,2BR in SOHO- STAUNTON ST. 100m from ESCALATOR #1,1306308,Will,,Central & Western,22.28174,114.15413,Entire home/apt,2531,4,132,2019-12-31,1.33,1,364,0,
2298810,One bedroom with its own balcony.,11741853,Phil,,Sai Kung,22.39501,114.26992,Private room,650,1,128,2021-08-22,1.29,1,171,5,
2401768,Suite 905 @ Hennessy Road 1-3 Guest,1375696,C S,,Wan Chai,22.27681,114.17193,Private room,676,3,8,2019-05-05,0.09,14,180,0,
2413558,ROOM IN North Point,4584648,Ivy,,Eastern,22.28547,114.21686,Private room,180,30,0,,,384,365,0,
2432234,Happy Valley garden apartment -50m from Sanitorium,4286023,Jeff,,Wan Chai,22.27052,114.1844,Entire home/apt,1800,1,0,,,1,170,0,
2442588,20% off Penthouse Cozy large bed (5min to subway),24426458,Teresa,,Central & Western,22.28744,114.14402,Entire home/apt,1788,7,36,2019-10-01,0.38,2,285,0,
2458782,Cozy Double Rm 4 next to Jordan MTR,4048151,Stephen,,Yau Tsim Mong,22.30592,114.17191,Private room,354,1,59,2019-03-10,0.72,5,365,0,
2472517,2 BR Apt w/ Abundant Daylight.,12326516,Ck,,Yau Tsim Mong,22.31338,114.1677,Entire home/apt,780,1,326,2021-10-02,3.34,1,352,5,
2524352,yau ma tei 3 beds,2767559,Mark,,Yau Tsim Mong,22.3131,114.17163,Entire home/apt,3266,1,0,,,14,365,0,
2527002,Flat Share in Sham Shui Po,4584648,Ivy,,Wong Tai Sin,22.33856,114.21525,Private room,180,30,1,2015-11-05,0.01,384,365,0,
2532565,銅鑼灣羅馬假日賓館,12970634,Sandy,,Wan Chai,22.27757,114.18403,Private room,250,30,13,2017-12-26,0.13,2,180,0,
2551147,Very Nice Room ... WanChai,4584648,Ivy,,Wan Chai,22.27798,114.18068,Private room,180,30,0,,,384,365,0,
2566050,1BR for 2ppl 3mins to MongKok MTR,12404807,Melody InHK,,Yau Tsim Mong,22.31831,114.16962,Entire home/apt,283,1,203,2022-01-24,2.08,4,301,2,
2601487,Nice Causeway bay studio,4584648,Ivy,,Wan Chai,22.27822,114.18253,Private room,217,30,0,,,384,365,0,
